,id,catalog.id,catalog.title.de,catalog.country.id,description.en,title.en,publisher.name,publisher.type,publisher.email,publisher.homepage,catalog.title.en,publisher.resource,catalog.title.nl,catalog.title.no,catalog.title.sv,catalog.title.sl,catalog.title.fr,catalog.title.ga,catalog.title.it,catalog.title.es,catalog.title.sk,catalog.title.lv,catalog.title.ro,catalog.title.pt,catalog.title.fi,catalog.title.hu,catalog.title.da,catalog.title.cs,catalog.title.hr,catalog.title.pl,category
18,b9cfaf34-bf78-4844-a73c-844eae875248,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “Zehentacker — 3 rd change” of the city of Heubach based on an XPlanung dataset in version 5.0.,Inspire data set BPL “Toe tacker — 3 rd change”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
19,8dff0a94-b28d-4fe3-9b20-bf74534dac7c,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “Bronnforst” of the municipality of Waldstetten based on an XPlanung dataset in version 5.0.,Inspire data set BPL “Bronnforst”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
20,30303034-3231-4035-322d-303030330002,gdi-de,GDI-DE,de,"Turnover in manufacturing (value index): Germany, months, original and adjusted data, sales direction, economic sectors (2-4-digit hierarchy)","Turnover in manufacturing (value index): Germany, months, original and adjusted data, sales direction, economic sectors (2-4-digit hierarchy)",,,,,,,,,,,,,,,,,,,,,,,,,Population and society
21,84ebfb1b-fee4-48bd-9d70-e836d09b344f,gdi-de,GDI-DE,de,Inspire PLU Change Morgelen,WFS INSPIRE PLU Change Morgelen,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
22,0d767026-4c32-4bbd-96d3-cd1e964d99f0,gdi-de,GDI-DE,de,WFS service of INSPIRE transformed urban development plan “” volumes based on an XPlanung dataset in version 5.0.,WFS INSPIRE BPL,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
23,79bfc9bf-a753-4a49-a913-d2e0eedff002,gdi-de,GDI-DE,de,"The development plan (BPL) contains the legally binding determinations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data is the development plan “Rappenäcker Ebene” of the municipality of Rechberghausen from XPlanung 5.0. Description: The development plan contains the legally binding determinations for the urban planning system. In principle, the development plan must be developed from the land use plan. Rechberghausen, QualifiedBPlan ‘Rappenäcker Ebene’ WA.",XPlanung dataset BPL “Rappenäcker Ebene”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
24,6fc7ec1f-8385-440f-a9eb-4ac914260a05,gdi-de,GDI-DE,de,"WMS service of the development plan “Riedwiesen (3 rd change)” of the city of Aichtal from XPlanung 5.0. Description: Riedwiesen (3 rd amendment); Map available only for northern areas, but scope as a whole (text); Usage: Commercial area.",WMS XPlanung BPL “Riedwiesen (3 rd change)”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
25,733740ca-bc02-4412-85ff-fa498d6c6cbd,gdi-de,GDI-DE,de,WMS service of the development plan “South of the cement road” of the city of Kirchheim under Teck from XPlanung 5.0. Description: South of the cement road; Usage: MI/GE.,WMS XPlanung BPL “South of the cement road”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
26,581f3937-d1ae-4953-8d04-b3771ae4c3e6,gdi-de,GDI-DE,de,"WFS service of the urban development plan “Dörrebrunnen” of the city of Walldürn, transformed according to INSPIRE, based on an XPlanung dataset in version 5.0.",WFS INSPIRE BPL Dörrebrunnen,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
27,4149c278-a273-4ac6-9484-e5b668244edf,gdi-de,GDI-DE,de,"WMS service of the building plan “Bismarckstraße/Zeughausstraße” of the city of Tuttlingen, transformed according to INSPIRE, based on an XPlanung dataset in version 5.0.",WMS INSPIRE BPL Bismarckstraße/Zeughausstraße,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
28,4b3573ae-e513-4c2a-a731-84cfe5f54b5d,gdi-de,GDI-DE,de,"Web Feature Service (WFS) on the topic of Regional Education Atlas - Key figures on the school landscape of Hamburg's social areas. 


For a more detailed description of the data and data responsibility, please use the reference to the dataset description.",WFS Regional Education Atlas - Key figures on the school landscape of Hamburg's social areas,Behörde für Schule und Berufsbildung,Organization,mailto:Poststelle@bsb.hamburg.de,http://www.hamburg.de/bsb/,,,,,,,,,,,,,,,,,,,,,
29,44d32351-4ed8-4949-9087-4305aa6ef781,gdi-de,GDI-DE,de,WFS service of the INSPIRE urban development plan “Western Au in the Beech” of the city of Bruchsal based on an XPlanung dataset in version 5.0.,WFS INSPIRE BPL Westlich Au in the Beechs,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
30,8e4673ed-8861-46bd-ac30-e3a7b1402ff4,gdi-de,GDI-DE,de,"WMS service of the urban development plan “Lautenschlager-/Kronenstraße (former City Air Terminal) Stgt 234” of the city of Stuttgart, which was transformed according to INSPIRE, based on an XPlanung dataset in version 5.0.",WMS INSPIRE BPL Lautenschlager-/Kronenstraße (former City Air Terminal) Stgt 234,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
31,62bcb32a-b1ec-42dc-ae27-d4ece876e275,gdi-de,GDI-DE,de,WFS service of the development plan “Spreuergasse Cannstatt” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.,WFS XPlanung BPL “Spreuergasse Cannstatt”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
32,8340ff29-2157-44d2-9317-703781d392d3,gdi-de,GDI-DE,de,WFS service of the development plan “Sattelstr./Klabundeweg Untertürkheim” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.,WFS XPlanung BPL “Sattelstr./Klabundeweg Untertürkheim”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
33,de-pangaea-dataset759431,gdi-de,GDI-DE,de,,Měření ozonu ze stanice Neumayer (2010–02),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
34,de-pangaea-dataset719600,gdi-de,GDI-DE,de,,Kejl ieħor ta’ 10 m mill-istazzjon Bondville (2003–07),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
35,de-pangaea-dataset875436,gdi-de,GDI-DE,de,,Meritve ozona iz postaje Lindenberg (2010–01),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
36,ef1cac86-d211-cb77-349d-8c2802a61c27,gdi-de,GDI-DE,de,"Development plans and surrounding of the municipality of Überherrn (Saarland), district Bisten:Construction plan “10044119 039 0 Langgewann” of the municipality Überherrn, district Bisten",Building Plans Overlords/Bists — 10044119 039 0 Langgewann,LVGL,Organization,mailto:gis.administration@lvgl.saarland.de,,,,,,,,,,,,,,,,,,,,,,
37,de-pangaea-dataset935634,gdi-de,GDI-DE,de,,Basic measurements of radiation at station Lanyu Island (2021-05),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
38,de-pangaea-dataset836108,gdi-de,GDI-DE,de,,Basic and other measurements of radiation at station Tateno (2014-05),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
39,de-pangaea-dataset891446,gdi-de,GDI-DE,de,,Ultrafialová měření ze stanice Payerne (2012–05),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
40,13debd35-df22-446c-870a-37cf55acaf1a,gdi-de,GDI-DE,de,"The development plan (BPL) contains the legally binding determinations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data is the development plan “Jahnstraße Süd” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.",XPlanung dataset BPL “Jahnstraße Süd”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
41,2cf7c7ff-993e-4053-bafb-79b444f8633e,gdi-de,GDI-DE,de,"‘Buchenweg’ development plan of the municipality of Malterdingen, transformed according to INSPIRE, based on an XPlanung data set in version 5.0.",INSPIRE BPL ‘booking route’ dataset,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
42,0b02631c-ba76-4c6d-9eb0-808b92f6fbfa,gdi-de,GDI-DE,de,"WMS service of the development plan “Outside area statutes_Rundweg_Brenden_00” of the municipality of Oberried from XPlanung 5.0. Description: present,empty.",WMS XPlanung BPL “Outside Range Regulations_Roundweg_Brenden_00”,,,,,,,,,,,,,,,,,,,,,,,,,
43,65961a5c-2058-43f8-93f9-1cfe43f93053,gdi-de,GDI-DE,de,WFS development plan ‘Heckberg’ of the municipality of Gomaringen.,WFS Heckberg,,,,,,,,,,,,,,,,,,,,,,,,,
44,30303034-3431-4035-312d-303030310002,gdi-de,GDI-DE,de,"Employees, turnover in the main construction industry: Germany, months, economic sectors","Employees, turnover in the main construction industry: Germany, months, economic sectors",,,,,,,,,,,,,,,,,,,,,,,,,Population and society
45,c7ee5b0b-4aa8-46f7-86a1-c644a647713f,gdi-de,GDI-DE,de,"WFS service of INSPIRE transformed development plan “Old Gardens 2. Change Flst. 998"" of the municipality of Limbach based on an XPlanung dataset in version 5.0.",WFS INSPIRE BPL Old Gardens 2. Change Flst. 998,,,,,,,,,,,,,,,,,,,,,,,,,
46,d78e0602-05c5-4e9d-ab9c-e9693247ffa1,gdi-de,GDI-DE,de,"In the outside area of Schildow, the B-Plan No. 17 “Game and Bolzplatz Magdalenenstrasse” was to create a leisure complex with a playground and a football field.",GSD_17_BPlan Playground and Bolzplatz Magdalenenstrasse,,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
47,571e7c19-9317-4413-8c86-7e0c495de3a6,gdi-de,GDI-DE,de,"The development plan (BPL) contains the legally binding determinations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data is the development plan “Creuzwegäcker — 2nd change” of the town of Steinheim an der Murr from XPlanung 5.0. Description: Kreuzwegäcker — 2nd change.",XPlanung dataset BPL “Creuzwegäcker — 2nd change”,,,,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
48,169583b8-d1ac-49bb-a4d3-80b448a36ee5,gdi-de,GDI-DE,de,"The development plan contains the legally binding determinations for the urban planning system. In principle, the development plan must be developed from the land use plan.
Planning areas 31.01 and 32.02",Schelmenholz I 1st amendment,,,,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
49,d53dbdcc-72d5-45df-9521-5c46037a3d29,gdi-de,GDI-DE,de,"Atomic feed) — Development plan — Gosewehr (origin plan), City of Sulingen","Atomic feed) — Development plan — Gosewehr (origin plan), City of Sulingen",,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
50,1ada6e8c-7cb6-4633-840d-fc27331f6b3b,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “Taubenstr./Karl-Kloß-Str.” of the city of Stuttgart based on an XPlanung dataset in version 5.0.,Inspire data set BPL “Taubenstr./Karl-Kloß-Str.”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
51,0cfd1d6d-d7c1-4a6a-a6f6-283f3aac4148,gdi-de,GDI-DE,de,"The development plan (BPL) contains the legally binding determinations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data is the development plan “Im Seventeenerle/Kyffhäuser-/Teutoburger-/Föhrichstr. Feuerbach” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.",XPlanung dataset BPL “In the seventeenerle/Kyffhäuser/Teutoburger-/Föhrichstr. Feuerbach”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
52,ec36f53f-5fdf-42fb-adb2-470dceceb1dd,gdi-de,GDI-DE,de,"WMS service of the development plan ""Jakob-Lorber-/Paul-Bühler-Straße"" of the city of Bietigheim-Bissingen from XPlanung 5.0. Description: Jakob-Lorber/Paul-Bühler-Straße.",WMS XPlanung BPL “Jakob-Lorber-/Paul-Bühler-Straße”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
53,24175839-9476-4de2-b60f-ebe6c8e8baa6,gdi-de,GDI-DE,de,WFS service of the development plan “Renovation Uhlbergstraße III” of the city of Filderstadt from XPlanung 5.0. Description: Refurbishment of Uhlbergstraße III; Usage: WED.,WFS XPlanung BPL “Refurbishment Uhlbergstraße III”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
54,273e487f-9e15-4b86-a518-b96c6a0382f7,gdi-de,GDI-DE,de,WMS service of the city of Plochingen’s urban development plan “Talweg eastern part (change and supplement)” transformed according to INSPIRE based on an XPlanung dataset in version 5.0.,WMS INSPIRE BPL Talweg eastern part (change and supplement),,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
55,23e4677c-944f-4eca-9b9d-21c894414ef3,gdi-de,GDI-DE,de,WMS service of the Steinenbronn Municipality of Steinenbronn Municipality’s conversion plan “Goldäcker — 3 rd CHANGE” according to INSPIRE based on an XPlanung dataset in version 5.0.,WMS INSPIRE BPL GOLDÄCKER — 3 RD CHANGE,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
56,2a174b68-9a21-42f1-8c21-f44ee4ecce35,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “Christofstraße — Stuttgarter Straße — Section West 1” of the municipality of Reichenbach an der Fils based on an XPlanung dataset in version 5.0.,Inspire data set BPL “Christofstraße — Stuttgarter Straße — Section West 1”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
57,2d05af8a-7f7b-4fe2-a053-601c20eb4637,gdi-de,GDI-DE,de,"WFS service of the urbanisation plan “Sommeräcker Linde Extension” of the municipality of Hardheim, transformed according to INSPIRE, based on an XPlanung dataset in version 5.0.",WFS INSPIRE BPL Summer Baker Linde Extension,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
58,35aa3a2e-4a40-480b-975c-1acd32cea257,gdi-de,GDI-DE,de,Development plan “Industrial and Special Area Niedergörsdorf” OT Airfield of the municipality of Niedergörsdorf (WMS),Development plan Industrial and Special Area Niedergörsdorf OT Airfield — Municipality Niedergörsdorf (WMS),,,,,,,,,,,,,,,,,,,,,,,,,
59,3cba75e8-5eee-4ee8-8748-4f9eb65078b8,gdi-de,GDI-DE,de,"Egg, Clarification and Supplementary Statute","WMS XPlanung Egg, Clarification and Supplementary Statute",,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
60,bce8c6aa-f8d9-4eea-894e-cfd204d2b300,gdi-de,GDI-DE,de,"WFS service of the development plan “Forelanding (6th amendment)” of the municipality of Efringen-Kirchen from XPlanung 5.0. Description: Modification of the construction limit Flst. No 2912/16, 2912/22.",WFS XPlanning BPL “Foreland (6th Amendment)”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
61,c55628ab-4a99-4577-a4ba-150374a3ffe9,gdi-de,GDI-DE,de,"WFS Development Plan 'Amendment ""Leonberger Straße 50, 50/1, 52 and Flst. 4563/2, 4565/2 and/3""' of the city of Renningen.","WFS change ""Leonberger Straße 50, 50/1, 52 and Flst. 4563/2, 4565/2 and/3»",,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
62,bdbcb18f-3368-425a-9c68-42df84c0feb4,gdi-de,GDI-DE,de,"The zoning plan (BPL) contains the legally binding stipulations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data are the ‘Holderbüschle III’ development plan of the city of Sachsenheim from XPlanung 5.0. Description: The development plan contains the legally binding stipulations for the urban planning order. In principle, the development plan must be developed from the land use plan. City of Sachsenheim, QualifiedBPlan 'Holderbüschle III' GEe.",XPlanning data set BPL ‘Holderbüschle III’,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
63,de-pangaea-dataset959490,gdi-de,GDI-DE,de,,Mesures de base et autres du rayonnement à la station Barrow (2022-04),,,,,,,,,,,,,,,,,,,,,,,,,Science and technology
64,80d0674d-06a8-4bdc-b346-bbf59b7ce0d0,gdi-de,GDI-DE,de,"Development plan ""Am Brink (Origin Plan)"", town Twistringen","Development plan ""Am Brink (Origin Plan)"", town Twistringen",,,,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
65,0adb3b1b-198a-4525-8c1f-227002260a9a,gdi-de,GDI-DE,de,"Development plan ""Viehtrieb III 3.Amendment"" of the municipality of Sandhausen, transformed according to INSPIRE, based on an XPlanung data set in version 5.0.",INSPIRE data set BPL “Livestock Drive III 3.Amendment”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
66,30303037-3939-4039-342d-303030340002,gdi-de,GDI-DE,de,"Public contracts and concessions awarded, volume of contracts: Germany, quarters, contracting authority level, threshold, award criteria Public contracts and concessions awarded, volume of contracts:
Germany, quarters, contracting authority level, threshold, award criteria","Public contracts and concessions awarded, volume of contracts:
Germany, quarters, contracting authority level, threshold, award criteria",,,,,,,,,,,,,,,,,,,,,,,,,Population and society
67,4448f789-6b13-44b4-919e-75356a46b5d6~~1,gdi-de,GDI-DE,de,"The topographical maps, referred to as the issuing State (AS), were primarily for military purposes and carried the classification level of Confidential classified information.
In scale 1:
There were 25,000 output variants:
TK=topographic maps and TSP=topographic city maps.",Topographical map 1: 25 000 — Edition State (1981-1989) N-33-136-B-a Friedersdorf,Landesvermessung und Geobasisinformation Brandenburg (LGB),Organization,mailto:kundenservice@geobasis-bb.de,,,,,,,,,,,,,,,,,,,,,,
68,57698383-fef3-4539-bd43-1113ccf8f223,gdi-de,GDI-DE,de,"WMS service of the development plan “Side employment settlement_and_Aenderung_Staufenecksiedlung” of the town of Sweeten from XPlanung 5.0. Description: The development plan contains the legally binding determinations for the urban planning system. In principle, the development plan must be developed from the land use plan. Sweets, SimpleBPlan ‘Side Employment Settlement_and_Aenderung_Staufenecksiedlung’.",WMS XPlanung BPL “Partial employment settlement_and_Aenderung_Staufenecksiedlung”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
69,4f66c0c8-30bd-498f-8a91-4319f4591149,gdi-de,GDI-DE,de,"Atomic feed on the development plan 063, “Varel City, partly replaced by 11st Amendment”, 08. Amendment — City of Varel","Atomic feed on the development plan 063, “Varel City, partly replaced by 11st Amendment”, 08. Amendment — City of Varel",,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
70,d2ecba52-75c0-4d5b-8553-0acb95fdd664,gdi-de,GDI-DE,de,WMS service of the development plan “Klingen-/Gaishämmer-/Bergstr. Gablenberg” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.,WMS XPlanung BPL “Klingen-/Gaishammer-/Bergstr. Gablenberg”,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
71,cd922df9-7b62-453c-80bf-d6e8cc30f281,gdi-de,GDI-DE,de,Herfatz,WMS XPlanung Herfatz,,,,,,,,,,,,,,,,,,,,,,,,,
72,7f3cd1d4-d82f-4091-8f6f-ea033319c493,gdi-de,GDI-DE,de,"Der Bebauungsplan (BPL) enthält die rechtsverbindlichen Festsetzungen für die städtebauliche Ordnung. Grundsätzlich gilt, dass der Bebauungsplan aus dem Flächennutzungsplan zu entwickeln ist. Bei den vorliegenden Daten handelt es sich um den Bebauungsplan „Steinbacher Straße, Rosslauf“ der Stadt Backnang aus XPlanung 5.0. Beschreibung: Neufestsetzung im Bereich der Flurstücke 539/5 und 539/6, und teilweise im Bereich der Flurstücke 514/8 und 539.","XPlanung-Datensatz BPL „Steinbacher Straße, Rosslauf“",,,,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
73,2f67918f-07a1-48f5-a64c-247f28164165,gdi-de,GDI-DE,de,WMS-Dienst des Bebauungsplans „Auf dem Daubmann“ der Gemeinde Walzbachtal aus XPlanung 5.0. Beschreibung: Auf dem Daubmann.,WMS XPlanung BPL „Auf dem Daubmann“,,,,,,,,,,,,,,,,,,,,,,,,,
74,e6ba4bd7-b9aa-4aae-bf5a-09625bdf1721,gdi-de,GDI-DE,de,WFS zum Bebauungsplan Am Bahnhof (Varrel) (Ursprungsplan),WFS zum Bebauungsplan Am Bahnhof (Varrel) (Ursprungsplan),,,,,,,,,,,,,,,,,,,,,,,,,
75,7a8d49eb-be08-4403-9312-44ab08428e52,gdi-de,GDI-DE,de,WMS service of the urbanisation plan “” of the municipality of Ubstadt-Weiher transformed according to INSPIRE based on an XPlanung dataset in version 5.0.,WMS INSPIRE BPL,,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
76,bfed0246-9836-4245-905f-a9971f53ce54,gdi-de,GDI-DE,de,"WMS-Dienst des Bebauungsplans „Höllengässle Flst. 121/4“ der Gemeinde Engelsbrand aus XPlanung 5.0. Beschreibung: Höllengässle Flst. 121/4, vorrangige Nutzung WR.",WMS XPlanung BPL „Höllengässle Flst. 121/4“,,,,,,,,,,,,,,,,,,,,,,,,,
77,71792888-a8a9-4c88-9620-63674e3c95db,gdi-de,GDI-DE,de,"WFS) — Development plan — Field Gardens III (origin plan), City of Sulingen","WFS) — Development plan — Field Gardens III (origin plan), City of Sulingen",,,,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
