,id,catalog.id,catalog.title.de,catalog.country.id,description.en,title.en,publisher.name,publisher.type,publisher.email,publisher.resource,catalog.title.nl,catalog.title.sv,publisher.homepage,catalog.title.en,catalog.title.fr,catalog.title.it,catalog.title.lv,catalog.title.es,catalog.title.ga,catalog.title.hu,catalog.title.pt,catalog.title.fi,catalog.title.sk,catalog.title.no,catalog.title.sl,catalog.title.ro,catalog.title.hr,category
10,51f5ad91-e024-7183-1154-ff39db66a508,gdi-de,GDI-DE,de,The map service represents the spatial data of the wind potential study and the wind power plants of the Saarland.,Wind potentials — Municipalities,"Ministerium für Umwelt, Klima, Mobilität, Agrar und Verbraucherschutz",Organization,mailto:Geodatenzentrum@umwelt.saarland.de,,,,,,,,,,,,,,,,,,,
11,ff0463ce-4404-454f-970c-0de4ea661586,gdi-de,GDI-DE,de,Atomic feed on the development plan 081-4 No. 50-1 of the municipality of Wardenburg,Atomic feed on the development plan 081-4 No. 50-1 of the municipality of Wardenburg,,,,,,,,,,,,,,,,,,,,,,
12,d000c8c7-fbae-8ae4-c5cf-60e0bf129406,gdi-de,GDI-DE,de,Development plan New fire station Niederberg of the city of Koblenz,New fire station Niederberg,Stadt Koblenz,Organization,mailto:stadtentwicklung@stadt.koblenz.de,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
13,5294a75b-2f0d-49d9-a884-2f83062cafab,gdi-de,GDI-DE,de,WFS service of the city of Wiesloch’s urban development plan “zw_den_Wegen_II” transformed to INSPIRE based on an XPlanung dataset in version 5.0.,WFS INSPIRE BPL zw_den_Wegen_II,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
14,d292eff7-c879-404a-b995-492abe688f65,gdi-de,GDI-DE,de,Development plan no. 11 Holzdorfer Straße 4. Change Municipality Berumbur,BP-No. 11 Holzdorfer Straße 4. Change Municipality Berumbur,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
15,61ea6d1b-e676-55c7-f7aa-ff69c5424590,gdi-de,GDI-DE,de,The data set covers the scope of the final development plans of the city of Melsungen:,Development plans Melsungen — BP_1a_Schwarzenberg,Stadtverwaltung Melsungen,Organization,mailto:stadtverwaltung@melsungen.de,,,,,,,,,,,,,,,,,,,
16,99a9d0a8-31c7-41d2-af7f-f92021d35903,gdi-de,GDI-DE,de,WFS service on the special urban planning law of RP Freiburg from XPlanung 6.0.,WFS XPlanning special urban planning law RP Freiburg,,,,,,,,,,,,,,,,,,,,,,
17,65292a48-e735-4f4e-a466-c3f6543f33c9,gdi-de,GDI-DE,de,"The development plan (BPL) contains the legally binding determinations for the urban planning order. In principle, the development plan must be developed from the land use plan. The available data is the development plan “Zellerstraße zw. Strohberg- u. Römerstr.” of the city of Stuttgart from XPlanung 5.0. Description: Development plan of the city of Stuttgart.",XPlanung dataset BPL “Zellerstraße zw. Strohberg- u. Römerstr.»,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
18,11c82a9c-3d98-46f7-b2c7-2eaca49b93ec,gdi-de,GDI-DE,de,Service for the Walldorf East Plan 2. Change of the City of Walldorf (XPlanGML 5.0),Service for Plan Walldorf Ost 2nd Amendment (XPlanGML 5.0),,,,,,,,,,,,,,,,,,,,,,
19,7a62ba6d-0a83-444d-a1ea-8eebf7bd533a,gdi-de,GDI-DE,de,"WFS service of the development plan “Stadtkern IV” of the city of Künzelsau from XPlanung 5.0. Description: City centre IV, partial cancellation; Quarters on the city wall.",WFS XPlanung BPL “City Core IV”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
20,247c11ad-dc8e-47ed-8df2-c3a80c59384c,gdi-de,GDI-DE,de,"WFS service of the development plan “Au, 3 rd Amendment” of the city of Nürtingen from XPlanung 5.0. Description: Au, 3. Amendment, final, 3. Amendment.","WFS XPlanung BPL “Au, 3 rd Amendment”",,,,,,,,,,,,,,,,,,,,,,
21,08844a42-39b8-6cf9-eca6-57a408294ec1,gdi-de,GDI-DE,de,The illustration service shows the scope of the legally binding development plans of the municipality of Neuenstein (Landkreis Hersfeld-Rotenburg) including the link to plans and documents. This is a web map service of the municipality of Neuenstein.:,Development plans municipality Neuenstein – BP_632014_2265_ImBbenen_000Part1,Gemeindevorstand der Gemeinde Neuenstein,Organization,mailto:info@neuenstein.net,,,,,,,,,,,,,,,,,,,
22,03896e8d-5bd7-4f77-99a0-f8d152c5a923,gdi-de,GDI-DE,de,"WFS) — Development plan — At the elementary school (origin plan), City of Twistringen","WFS) — Development plan — At the elementary school (origin plan), City of Twistringen",,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
23,fda063b6-15f3-46b9-9c52-39cd8ce27f2a,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “Scheueräcker Part B 2. Amendment” of the municipality Weilheim based on an XPlanung dataset in version 5.0.,Inspire data set BPL “Scab baker part B 2. change”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
24,e9fdb86e-527b-439d-9e23-3f733051bfbe,gdi-de,GDI-DE,de,The development plan contains the legally binding fixings for the urban planning order. It is important to note that the development plan is to be developed from the land use plan.,Development plan Oberhofen Berg-behind the gardens,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
25,0ff0deda-b76d-4e00-95bc-faa0f19ac06f,gdi-de,GDI-DE,de,"Geodata service for tree species suitability under climate change.
The appropriation of tree species under climate change classifies the four main tree species today in terms of their cultivation under climate change for forestry purposes. They are designed as forest decision-making aid for the choice of tree species and thus serve the long-term forest development planning. The logic is a potential analysis without taking into account the current stocking situation (tree species comparison on the green meadow). The representation of the climate dynamic tree species appropriation takes place in traffic light colours in seven classes from suitable to unsuitable and is thus capable of connecting to the previous static tree species appropriation assessment of the site classification (Aldinger and Michiels 1997).
The model generation 2.0 used here is a methodological development of the FVA’s climate suitability maps published in 2010. These maps have been further developed from a mono- to a multi-criterial process, which means that the climate dynamics, published only on species distribution models, have now been extended to include other climate aspects such as soil water balance, bark beetle risk and credit changes.",FVA WMS Tree species suitability under climate change,,,,,,,,,,,,,,,,,,,,,,
26,3290866b-c2b7-437e-a6d5-58134bcf35a2,gdi-de,GDI-DE,de,WFS service with all INSPIRE transformed development plans of the municipality of Nußloch based on version 5.0 XPlanning records.,WFS INSPIRE BPL of the municipality of Nußloch,,,,,,,,,,,,,,,,,,,,,,
27,06d61059-1f7e-4616-972b-69e13c16c92a,gdi-de,GDI-DE,de,WMS with data on operating areas according to accident regulation in the FS Sachsen. A distinction is made between lower class installations (formerly: Basic obligations) and upper class (formerly: extended obligations) each with or without biogas plants.,Operating areas according to Accident Ordinance (12.BImSchV) in the Free State of Saxony (UTM),,,,,,,,,,,,,,,,,,,,,,
28,3d99c7da-d303-4e02-b146-e016160c1185,gdi-de,GDI-DE,de,"Development plan ""Lugauf II, Äußere Kirchäcker - 1. Änderung"" of the city of Freiberg am Neckar, transformed according to INSPIRE, based on an XPlanung data set in version 5.0.","INSPIRE dataset BPL ""Lugauf II, Outer Kirchäcker - 1st Amendment""",,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
29,8b527c56-6267-4915-ac44-2c2c6163035f,gdi-de,GDI-DE,de,WFS Development Plan 'Traffic Soothed Area Griesstr. — Josefstr.' of the city of Pfullingen.,WFS traffic calmed area Griesstr. — Josefstr.,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
30,fe342977-e0c6-426c-9a12-63f33826ea82,gdi-de,GDI-DE,de,WFS service of the development plan ‘Ochsenstall (Origin Plan)’ of the municipality of Karlsdorf-Neuthard from XPlanung 5.0. Description: Ochsenstall.,WFS XPlanung BPL ‘Ochsenstall (Origin Plan)’,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
31,4dab2da9-93fb-4731-b212-8ad806c63103,gdi-de,GDI-DE,de,"WMS service of the “Mühlwiesen – 2nd Amendment” development plan of the municipality of Eberstadt, which was transformed into INSPIRE, based on an XPlanung dataset in version 5.0.",WMS INSPIRE BPL Mühlwiesen – 2nd Amendment,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
32,0720daca-f726-41d1-9646-864391e67ebe,gdi-de,GDI-DE,de,"WFS service of the “Hintere Hofäcker” development plan of the municipality of Oberboihingen, transformed after INSPIRE, based on an XPlanung dataset in version 5.0.",WFS INSPIRE BPL Hintere Hofäcker,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
33,80671227-7c46-42f6-9a89-2bdec32d71ef,gdi-de,GDI-DE,de,"WMS service of the development plan “Hungerberg (Deckblatt 1968)” of the municipality Untergruppenbach from XPlanung 5.0. Description: OT Unterheinriet, Priority use WR.",WMS XPlanung BPL “Hungerberg (Deckblatt 1968)”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
34,cd37c196-63eb-41f1-a089-4ddef889534b,gdi-de,GDI-DE,de,Inspire PLU Kirchwiesen,WMS INSPIRE PLU Kirchwiesen,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
35,5d018d37-fde7-4433-8a69-e11311a76898,gdi-de,GDI-DE,de,"WMS service of the development plan “Halden” of the municipality Untergruppenbach from XPlanung 5.0. Description: OT Unterheinriet, Priority Use MD,WA.",WMS XPlanung BPL “Halden”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
36,3bb8ec89-d04b-4b80-b870-055b6e36d9d8,gdi-de,GDI-DE,de,Beuren — East — 1st amendment,WMS INSPIRE Beuren — East — 1st Amendment,,,,,,,,,,,,,,,,,,,,,,
37,98dc0b20-e222-487b-a70d-3ebcb3e6cf87,gdi-de,GDI-DE,de,"WMS service of the development plan “Industrial area Langwiesen II/Steinäcker” of the city of Güglingen from XPlanung 5.0. Description: Valid, priority use GI.",WMS XPlanung BPL “Industrial area Langwiesen II/Steinäcker”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
38,b57fd0e6-6b6c-4086-9ed9-d02be20cc18f,gdi-de,GDI-DE,de,"WMS service of the urban development plan “Auf der Steig/Daiberweg (Ca 271) Am. acc.?º13 BauGB” of the city of Stuttgart, which was transformed according to INSPIRE, based on an XPlanung dataset in version 5.0.",WMS INSPIRE BPL On the Steig/Daiberweg (Ca 271) Am. acc.?º13 BauGB,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
39,6c68d92d-3cb8-41af-a77d-bea36c639728,gdi-de,GDI-DE,de,According to INSPIRE transformed development plan “width III — 2nd change” of the municipality of Neuhausen ob Eck based on an XPlanung dataset in version 5.0.,Inspire dataset BPL “Width III — 2nd change”,,,,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
40,de-pangaea-dataset846207,gdi-de,GDI-DE,de,,Merania rádiosondov zo stanice Tamanrasset (2015 – 04),,,,,,,,,,,,,,,,,,,,,,Science and technology
41,8225-warmte-koude-recirculatie-1000-mwh-historie-,dataportaal-van-de-nederlandse-overheid,,nl,"Possibilities for heat/cold storage and recirculation source system 1.000 MWh.N.B. Report lies with contact person. Report data zijn:Documenttitel: Possibilities for underground energy storage in the province of Drenthe, 14 October 2002 Project number: 9M2460 (Royal Haskoning)Client: Province of DrentheReference: 9M2460/R00003/MVVU/Gron.","Heat/cold, Recirculation, 1 000 MWh (history)",,Agent,,http://standaarden.overheid.nl/owms/terms/Drenthe,Dataportaal van de Nederlandse overheid,,,,,,,,,,,,,,,,,
42,fbfec000-9338-4476-90c9-39725acf7653,data-gv-at,data.gv.at,at,Estimates of the Municipality — Revenue and Expenditure,Estimate Navis 2020 (municipality),offenerhaushalt.at,Organization,https://www.offenerhaushalt.at,https://www.data.gv.at/katalog/organization/f07172d7-d5f8-45df-9982-5a8d663ea3dc,,,,,,,,,,,,,,,,,,
43,738ef884-3c43-5ee1-93a2-d6bab40164cc,data-gv-at,data.gv.at,at,,Detection and classification of wild animals by means of computer vision,Nationalparks Austria,Organization,,https://www.data.gv.at/katalog/organization/8999e6e9-8b74-43ce-80c3-4ba8a84d3099,,,,,,,,,,,,,,,,,,
44,881155dd-59f9-4f39-bd2f-8f936eb6ba63~~2,data-gv-at,data.gv.at,at,"The Digital Surface Model (DOM, engl.: DSM) describes the earth’s surface and all objects on it in the form of dots arranged in a regular lattice and georeferenced in position and height. In contrast to the digital terrain model (DGM), the vegetation and development surface is represented. This is one of a total of 55 tiles, which together cover the territory of Austria.",As DSM CRS3035RES50000mN2750000E4700000 elevation grid 1 m cut-off date 15.9.2022,BEV,Organization,,https://www.data.gv.at/katalog/organization/428ebef4-d9b9-411f-9457-ec39705066a8,,,,,,,,,,,,,,,,,,
45,708e35fa-1970-4cf1-8d36-c18fc3bc6795,data-gv-at,data.gv.at,at,Clearance of the Municipality’s Accounts — Revenue and Expenditure,Clearance of accounts Biberbach 2017 (Statistik Austria),offenerhaushalt.at,Organization,offenerhaushalt@kdz.or.at,https://www.data.gv.at/katalog/organization/f07172d7-d5f8-45df-9982-5a8d663ea3dc,,,,,,,,,,,,,,,,,,
46,4b71eb3d-7d55-4967-b80d-91a3f220b60c,data-gv-at,data.gv.at,at,"Time distribution of the number of Covid cases reported in the Epidemiological Reporting System (EMS), number of deaths and number of genesises and their sum up to the respective date, as well as the number of Covid cases per 7 day and the 7day incident in relation to district and date
 
Updates are made daily between 13:00 and 14:00",COVID-19: Temporal representation of data on Covid19 cases per district,BMSGPK,Organization,post@sozialministerium.at,https://www.data.gv.at/katalog/organization/6e03ea2d-ccf6-4d6f-a651-12bda435889c,,,,,,,,,,,,,,,,,,
47,c62591c1-57e3-4fe7-990d-06359fdc2cc7,data-gv-at,data.gv.at,at,Clearance of the Municipality’s Accounts — Revenue and Expenditure,Clearance of accounts Hochneukirchen-Gschaidt 2011 (Statistik Austria),offenerhaushalt.at,Organization,offenerhaushalt@kdz.or.at,https://www.data.gv.at/katalog/organization/f07172d7-d5f8-45df-9982-5a8d663ea3dc,,,,,,,,,,,,,,,,,,
48,http-api-kolada-se-v2-kpi-n00676,oppnadata,,se,"Number of answers for index questions “Is it easy to get help from the municipality with your question via email?”. In the survey, residents have been given their answers and satisfaction on a scale from 1-5 where 1 is the worst and 5 is the best. In the analysis of the result, the grades are converted to an index from 0-100. The index is calculated by producing an average based on the different values of the grading scale. Grade 5 gives 100 points, grade 4 gives 75 points, grade 3 gives 50 points, grade 2 gives 25 points and grade 1 gives 0 points. In order to get a value, the municipality must have received at least 30 responses.","Service measurement – E-mail response, number",Rådet för främjande av kommunala analyser - Kolada,Agent,mailto:rka@rka.nu,http://dataportal.se/organisation/SE2220000315,,Sveriges dataportal,https://rka.nu/,,,,,,,,,,,,,,,Regions and cities
49,aublick-ausgabe-nr-41-saison-2017,open-data-portal-austria,,at,,Aublick — Issue No. 41 Season 2017,,,,,,,,opendataportal.at,,,,,,,,,,,,,,
50,oh_rechnungsabschluss-grossarl-2002-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Grossarl 2002 (Statistik Austria),,,,,,,,opendataportal.at,,,,,,,,,,,,,,
51,turizam-1-1,open-data-portal-serbia,,rs,"Подаци о туристичким атракцијама и угоститељским објектима на територији града Крагујевца 

![овде унесите опис слике](https://gtokg.org.rs/wp-content/uploads/2021/01/IMG_4086.jpg ""овде унесите наслов слике"")",Туризам,Град Крагујевац,Organization,,,,,,Open Data Portal Serbia,,,,,,,,,,,,,,
52,https-data-toulouse-metropole-fr-explore-dataset-poster-image-aerienne-de-toulouse-metropole-grand-format-,plateforme-ouverte-des-donnees-publiques-francaises,,fr,Poster from the aerial shooting of July 2011 – print format 1680x1352 mm.,Poster aerial image of Toulouse Métropole large format,Toulouse métropole,Organization,,https://www.data.gouv.fr/organizations/534fffb3a3a7292c64a78129/,,,,,Plateforme ouverte des données publiques françaises,,,,,,,,,,,,,
53,https-data-agglo-carene-fr-explore-dataset-214401689_subventions_liste-,plateforme-ouverte-des-donnees-publiques-francaises,,fr,List of public grants awarded since 2018 to associations by the municipality of Saint-Joachim..,Grants awarded to associations by the municipality of Saint-Joachim,Communauté d'agglomération de la région nazairienne et de l'estuaire,Organization,,https://www.data.gouv.fr/organizations/5733009988ee3843a3d1b934/,,,https://www.saintnazaireagglo.fr/,,Plateforme ouverte des données publiques françaises,,,,,,,,,,,,,
54,19537,open-data-bulgaria,,bg,"Information on the number of agricultural, forestry machinery and earthwork machines registered on the territory of the Plovdiv Regional Health Fund as of 31.8.2023.",Information on the number of equipment registered on the territory of ODH – Plovdiv by type,,,,,,,,Open Data Bulgaria,,,,,,,,,,,,,,
55,12609,open-data-bulgaria,,bg,register of specialised institutions and social services in the community,Register of specialised institutions and social services in the community,Анна Крумова,Agent,,,,,,Open Data Bulgaria,,,,,,,,,,,,,,
56,oh_rechnungsabschluss-lingenau-2014-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Lingenau 2014 (Statistik Austria),,,,,,,,opendataportal.at,,,,,,,,,,,,,,
57,oh_voranschlag-scheiblingkirchen-thernberg-2016,open-data-portal-austria,,at,Statement of estimates of the municipality — Revenue and expenditure,Estimate Scheiblingkirchen-Thernberg 2016 (municipality),,,,,,,,opendataportal.at,,,,,,,,,,,,,,
58,oh_rechnungsabschluss-pyhra-2015-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Pyhra 2015 (municipality),,,,,,,,opendataportal.at,,,,,,,,,,,,,,
59,7728ba4b-6fca-434b-a9fe-fd1c8089fe96,podgik,,pl,A set of spatial data for the study of conditions and directions of spatial development of the municipality of Mikołajki Pomorskie. Register kept by the Mikołajki Pomorskie Municipality Office on the basis of the MRPiT Regulation on spatial data sets and metadata in the field of spatial development.,Set of spatial data for the study of conditions and directions of spatial development of the municipality of Mikołajki Pomorskie,,,,,,,,Geo-System metadata catalogue,,,,,,,,,,,,,,"Justice, legal system and public safety"
60,5e5a2689-d407-4e10-8d8d-d3e738e81c3e,ngr-nl,,nl,Inspire harmonised dataset of the Water Framework Directive (WFD) Register Protected Areas - Shellfish waters,WFD Protected Areas - Shellfish Water (INSPIRE harmonised),,,,,,,,National Georegister of the Netherlands,,,,,,,,,,,,,,Government and public sector
61,https-vdb-czso-cz-pll-eweb-lkod_ld-datova_sada-nazev-volby_do_poslanecke_snemovny_parlamentu_cr_2017_vysledky_za_okres_sokolov_a_jeho_obce,nkod-opendata-cz,,cz,,Elections to the Chamber of Deputies of the Parliament of the Czech Republic 2017 - results for the district of Sokolov and its municipalities,Český statistický úřad,Agent,,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00025593,,,,Czech National Open Data Portal,,,,,,,,,,,,,,Economy and finance
62,65c2cb9c63ecd614c2e5fa00,plateforme-ouverte-des-donnees-publiques-francaises,,fr,Locations of self-service bicycle drop-off points. Condition and availability of vehicles. URL: https://data.mobilites-m.fr/api/gbfs/dott_grenoble/gbfs This flow lists the locations and scooters of the DOTT self-service operator in the territory of the SMMAG. The response of this stream is in set of files that are independently searchable to obtain the desired information The format is GBFS v2.3 The specifications of this format are available here: https://github.com/NABSA/gbfs,Availability of self-service bicycles,Syndicat Mixte des Mobilités de l'Aire Grenobloise,Organization,,https://www.data.gouv.fr/organizations/575fc7f0c751df0e1dac31a0/,,,http://www.smmag.fr,,Plateforme ouverte des données publiques françaises,,,,,,,,,,,,,
63,86495d3b-d8e7-24b2-e23e-0c1720e5b755,gdi-de,GDI-DE,de,BPlan Schauernheim West 1. Amendment and repeal 1,Schauernheim West Change 1 and Cancellation 1,"Am Rathausplatz 1,67125 Dannstadt-Schauernheim",Organization,mailto:info@vg-dannstadt-schauernheim.de,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
64,qtfxcbyn1an9n4t8bsrw,estat,,eu,Services trade by enterprise characteristics (STEC) by EBOPS 2010 items and NACE Rev.2 activities,Services trade by enterprise characteristics (STEC) by EBOPS 2010 items and NACE Rev.2 activities,Eurostat,Organization,,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,,,https://commission.europa.eu/about-european-commission/departments-and-executive-agencies/eurostat-european-statistics,Eurostat,,,,,,,,,,,,,,Economy and finance
65,a3adcabc-c610-7a7a-093d-c0fc6819d6c7,gdi-de,GDI-DE,de,Development plan Im Kirchenpesch /Am Berg 1. Change of the local municipality of Sarmersbach,Im Kirchenpesch / Am Berg 1st amendment,"Leopoldstraße 29, 54550 Daun",Organization,mailto:info@vgv.daun.de,,,,,,,,,,,,,,,,,,,"Agriculture, fisheries, forestry and food"
66,d4633e74-2ff4-4883-a9af-b4534a4aa1f1,gdi-de,GDI-DE,de,WFS on the development plan Im Westfelde (1st amendment),WFS on the development plan Im Westfelde (1st amendment),,,,,,,,,,,,,,,,,,,,,,
67,12612-003-09273113,govdata,GovData,de,"Live births: Communities, Live births, Gender, Year",Aiglsbach: Live births,Bayerisches Landesamt für Statistik,Organization,,,,,,,,,,,,,,,,,,,,Population and society
68,https-admin-dataportal-se-store-778-resource-139c75fa8b2824ca8edfd42217097660,oppnadata,,se,"The data product Traffic network data for blue light operations consists of phenomena and attributes selected from the Swedish Transport Administration's open database for road and rail. The selection has been based on a list of common specified data for the blue light actors developed by the Swedish Civil Contingencies Agency (MSB). This has been further processed on the basis of, for example, access to requested information, comments received, etc. The information from the Swedish Transport Administration aims to describe the traffic network that blue light actors can jointly use. In order for blue light actors to effectively carry out coordinated actions, all units involved must have a common basis. A common basis requires that the actors have a common background map, activity-specific information and event-specific information. With this basis, conditions are created for a common situational picture for blue light actors. This data product consists of phenomena and attributes selected from the Swedish Transport Administration's databases for Swedish roads and railways.",Traffic network data for blue light operations,Trafikverket,Organization,mailto:trafikverket@trafikverket.se,https://admin.dataportal.se/store/778/resource/9a678c579ad86b1f4a8b968c3e5be044,,Sveriges dataportal,,,,,,,,,,,,,,,,Environment
69,5251cc02-187b-45e5-9a5e-d5298a4aaf39,govdata,GovData,de,"The digital topographic maps are generated from digital landscape and terrain models as well as the official real estate register information system ALKIS and visualised according to the national ATKIS signature catalogue. They are available in a maximum of 23 content levels (according to the technical regulations of the AdV) in three forms (single layers, gray combination and color combination). The data are available nationwide and in the uniform geodetic reference system and map projection for the state of Brandenburg. The raster data are divided into different levels according to cartographic content elements. They are delivered as single-coloured single layers (layers) and as colored combination outputs in a uniform resolution. In addition, the data in the standard sheet section (with map frame and legend) are offered as PDF and as a plotted card.
They are available as web services, raster data and analog card prints (plots).
When using the data, the license conditions must be observed.",Digital Topographic Map 1: 100 000 — C2734 Parchim,Landesvermessung und Geobasisinformation Brandenburg (LGB),Organization,,https://geobasis-bb.de#foaf_Agent_5251cc02-187b-45e5-9a5e-d5298a4aaf39,,,,,,,,,,,,,,,,,,Environment
70,35975828-c469-4dbf-a687-44cd1202a19c,gdi-de,GDI-DE,de,Development plans of the municipality of Bad Zwischenahn — INSPIRE PLU Format,Development plans of the municipality of Bad Zwischenahn — INSPIRE PLU Format,,,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
71,https-statistikdatabasen-scb-se-dataset-tab6296,oppnadata,,se,"Employed persons aged 20-64 by age and full-time and part-time by weekly working hours, age, sex, metric and year","Table 4.8 - Employed persons aged 20-64 by age and full-time and part-time, previous definitions. Year 2018 - 2020",Statistics Sweden,Agent,mailto:https://www.scb.se/,http://dataportal.se/organisation/SE2021000837,,Sveriges dataportal,,,,,,,,,,,,,,,,Population and society
72,702209166359293952,govdata,GovData,de,"Autohof on the A43 near Münster, with Total petrol station and Highway Restaurant.",Autohof Send,ACOTEC GmbH,Organization,,,,,,,,,,,,,,,,,,,,Regions and cities
73,mint-cambi-residenza,dati-gov-it,,it,Monthly trend of declarations of changes of residence made by both the ANPR Portal and the Municipality,Change of residence,Ministero dell'Interno,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Population and society
74,493e10d5-d5c0-4d07-afad-5e98898ddd18,gdi-de,GDI-DE,de,"WMS service of the development plan “Neipperger Höhe” of the city of Heilbronn, transformed according to INSPIRE, based on an XPlanung data set in version 5.4.",WMS INSPIRE BPL Neipperger Height,,,,,,,,,,,,,,,,,,,,,,
